strike,impliedVolatility,bid,ask,volume,log_moneyness,tau,type,_spot
734.0,0.1518639501953125,12.06,12.64,692.0,-0.01573390103198456,0.008213552361396304,call,745.6400146484375
735.0,0.14673704833984375,11.36,11.71,2522.0,-0.014372430433663444,0.008213552361396304,call,745.6400146484375
736.0,0.14020635192871095,10.62,10.76,818.0,-0.013012810917623975,0.008213552361396304,call,745.6400146484375
737.0,0.13514048461914066,9.72,9.85,425.0,-0.011655037457163587,0.008213552361396304,call,745.6400146484375
738.0,0.13044082458496092,8.83,8.96,1260.0,-0.010299105046027674,0.008213552361396304,call,745.6400146484375
739.0,0.12592426818847657,7.96,8.09,2785.0,-0.008945008698298375,0.008213552361396304,call,745.6400146484375
740.0,0.12140771179199218,7.11,7.24,1884.0,-0.0075927434482846905,0.008213552361396304,call,745.6400146484375
741.0,0.117196328125,6.29,6.42,1655.0,-0.006242304350413332,0.008213552361396304,call,745.6400146484375
742.0,0.11274080627441406,5.5,5.62,3397.0,-0.0048936864791197495,0.008213552361396304,call,745.6400146484375
743.0,0.10895666442871094,4.75,4.87,3906.0,-0.003546884928741012,0.008213552361396304,call,745.6400146484375
744.0,0.10462321166992186,4.04,4.14,6680.0,-0.0022018948134082906,0.008213552361396304,call,745.6400146484375
745.0,0.10083906982421875,3.38,3.47,18072.0,-0.00085871126694062,0.008213552361396304,call,745.6400146484375
746.0,0.09681078979492189,2.83,2.84,32510.0,0.00048267055726062495,0.008213552361396304,call,745.6400146484375
747.0,0.09497975341796877,2.3,2.33,60149.0,0.0018222554863171012,0.008213552361396304,call,745.6400146484375
748.0,0.09259940612792968,1.84,1.86,59362.0,0.003160048327977059,0.008213552361396304,call,745.6400146484375
749.0,0.09021905883789064,1.44,1.45,29986.0,0.004496053870719315,0.008213552361396304,call,745.6400146484375
750.0,0.08912043701171876,1.11,1.13,65468.0,0.005830276883855982,0.008213552361396304,call,745.6400146484375
751.0,0.08789974609375001,0.85,0.86,17750.0,0.0071627221176346215,0.008213552361396304,call,745.6400146484375
752.0,0.0872283660888672,0.63,0.65,17384.0,0.008493394303339723,0.008213552361396304,call,745.6400146484375
753.0,0.08655698608398438,0.47,0.48,12133.0,0.009822298153393496,0.008213552361396304,call,745.6400146484375
754.0,0.08667905517578126,0.35,0.36,12563.0,0.011149438361455792,0.008213552361396304,call,745.6400146484375
755.0,0.08716733154296877,0.26,0.27,19919.0,0.012474819602524443,0.008213552361396304,call,745.6400146484375
756.0,0.08863216064453125,0.2,0.21,8406.0,0.01379844653303276,0.008213552361396304,call,745.6400146484375
757.0,0.08960871337890625,0.15,0.16,7737.0,0.015120323790948558,0.008213552361396304,call,745.6400146484375
758.0,0.09205009521484375,0.12,0.13,8072.0,0.016440455995871458,0.008213552361396304,call,745.6400146484375
759.0,0.09473561523437501,0.1,0.11,10698.0,0.01775884774912975,0.008213552361396304,call,745.6400146484375
760.0,0.09888596435546876,0.09,0.1,14995.0,0.019075503633876605,0.008213552361396304,call,745.6400146484375
761.0,0.100594931640625,0.07,0.08,3121.0,0.020390428215185698,0.008213552361396304,call,745.6400146484375
762.0,0.10401286621093749,0.06,0.07,4468.0,0.021703626040146157,0.008213552361396304,call,745.6400146484375
763.0,0.106454248046875,0.05,0.06,927.0,0.02301510163795691,0.008213552361396304,call,745.6400146484375
764.0,0.11182528808593749,0.05,0.06,3490.0,0.024324859520020416,0.008213552361396304,call,745.6400146484375
765.0,0.1137783935546875,0.04,0.05,1669.0,0.025632904180035564,0.008213552361396304,call,745.6400146484375
766.0,0.1186611572265625,0.04,0.05,1446.0,0.026939240094091047,0.008213552361396304,call,745.6400146484375
767.0,0.12012598632812499,0.03,0.04,1342.0,0.028243871720755955,0.008213552361396304,call,745.6400146484375
768.0,0.1245204736328125,0.03,0.04,1217.0,0.029546803501171955,0.008213552361396304,call,745.6400146484375
769.0,0.1289149609375,0.03,0.04,754.0,0.03084803985914378,0.008213552361396304,call,745.6400146484375
770.0,0.1289149609375,0.02,0.03,1156.0,0.03214758520122936,0.008213552361396304,call,745.6400146484375
771.0,0.133797724609375,0.02,0.03,773.0,0.03344544391682934,0.008213552361396304,call,745.6400146484375
772.0,0.13868048828125001,0.02,0.03,84.0,0.034741620378276036,0.008213552361396304,call,745.6400146484375
773.0,0.14258669921875,0.02,0.03,408.0,0.03603611894092185,0.008213552361396304,call,745.6400146484375
774.0,0.147469462890625,0.02,0.03,375.0,0.03732894394322702,0.008213552361396304,call,745.6400146484375
775.0,0.15235222656250003,0.02,0.03,148.0,0.038620099706846926,0.008213552361396304,call,745.6400146484375
780.0,0.16602396484375004,0.01,0.02,787.0,0.04505099003713724,0.008213552361396304,call,745.6400146484375
785.0,0.187508125,0.01,0.02,689.0,0.05144078813590835,0.008213552361396304,call,745.6400146484375
790.0,0.195320546875,0.0,0.01,9.0,0.057790015814566977,0.008213552361396304,call,745.6400146484375
795.0,0.21094539062499998,0.0,0.01,693.0,0.0640991850078318,0.008213552361396304,call,745.6400146484375
800.0,0.2304764453125,0.0,0.01,10.0,0.07036879802142708,0.008213552361396304,call,745.6400146484375
805.0,0.2500075,0.0,0.01,26.0,0.07659934777206326,0.008213552361396304,call,745.6400146484375
810.0,0.2695385546875,0.0,0.01,6.0,0.08279131801998423,0.008213552361396304,call,745.6400146484375
815.0,0.28516339843749994,0.0,0.01,18.0,0.08894518359436258,0.008213552361396304,call,745.6400146484375
825.0,0.32031929687499994,0.0,0.01,22.0,0.10114045668818084,0.008213552361396304,call,745.6400146484375
830.0,0.3398503515625,0.0,0.01,2.0,0.10718277114414336,0.008213552361396304,call,745.6400146484375
835.0,0.35938140625,0.0,0.01,,0.11318879520435532,0.008213552361396304,call,745.6400146484375
840.0,0.37500625,0.0,0.01,14.0,0.11915896219085904,0.008213552361396304,call,745.6400146484375
500.0,1.09375453125,0.0,0.01,12.0,-0.3996348312243085,0.008213552361396304,put,745.6400146484375
510.0,1.0625046875000002,0.0,0.01,,-0.37983220392812866,0.008213552361396304,put,745.6400146484375
515.0,1.0312548437500002,0.0,0.01,,-0.370076028982764,0.008213552361396304,put,745.6400146484375
535.0,0.937500625,0.0,0.01,77.0,-0.3319761827504936,0.008213552361396304,put,745.6400146484375
550.0,0.8437515624999999,0.0,0.01,,-0.3043246514199836,0.008213552361396304,put,745.6400146484375
560.0,0.8125018749999999,0.0,0.01,246.0,-0.2863061459173053,0.008213552361396304,put,745.6400146484375
565.0,0.7812521875,0.0,0.01,101.0,-0.2774171985000593,0.008213552361396304,put,745.6400146484375
570.0,0.7500025,0.0,0.01,300.0,-0.2686065688179044,0.008213552361396304,put,745.6400146484375
575.0,0.73437765625,0.0,0.01,9.0,-0.2598728888491498,0.008213552361396304,put,745.6400146484375
580.0,0.7187528125,0.0,0.01,8.0,-0.25121482610603507,0.008213552361396304,put,745.6400146484375
585.0,0.6875031250000001,0.0,0.01,100.0,-0.24263108241464362,0.008213552361396304,put,745.6400146484375
595.0,0.64062859375,0.0,0.01,360.0,-0.22568152410087036,0.008213552361396304,put,745.6400146484375
600.0,0.6250037500000001,0.0,0.01,369.0,-0.21731327443035378,0.008213552361396304,put,745.6400146484375
605.0,0.5937540625000001,0.0,0.01,1.0,-0.2090144716156587,0.008213552361396304,put,745.6400146484375
610.0,0.57812921875,0.0,0.01,1.0,-0.20078397247914323,0.008213552361396304,put,745.6400146484375
615.0,0.5625043750000001,0.0,0.01,120.0,-0.1926206618399823,0.008213552361396304,put,745.6400146484375
620.0,0.5312546875,0.0,0.01,486.0,-0.18452345160736294,0.008213552361396304,put,745.6400146484375
625.0,0.51562984375,0.0,0.01,615.0,-0.1764912799100987,0.008213552361396304,put,745.6400146484375
630.0,0.51562984375,0.0,0.01,183.0,-0.16852311026092182,0.008213552361396304,put,745.6400146484375
635.0,0.500005,0.0,0.01,5.0,-0.16061793075380856,0.008213552361396304,put,745.6400146484375
640.0,0.476567734375,0.0,0.01,15.0,-0.15277475329278267,0.008213552361396304,put,745.6400146484375
645.0,0.45313046875,0.0,0.01,17.0,-0.14499261285072773,0.008213552361396304,put,745.6400146484375
650.0,0.42969320312500003,0.0,0.01,93.0,-0.13727056675681742,0.008213552361396304,put,745.6400146484375
655.0,0.4062559375,0.0,0.01,503.0,-0.1296076940112483,0.008213552361396304,put,745.6400146484375
660.0,0.38281867187499996,0.0,0.01,342.0,-0.12200309462602889,0.008213552361396304,put,745.6400146484375
665.0,0.38672488281249995,0.01,0.02,21.0,-0.11445588899064599,0.008213552361396304,put,745.6400146484375
670.0,0.3632876171875,0.01,0.02,175.0,-0.10696521726148839,0.008213552361396304,put,745.6400146484375
675.0,0.3398503515625,0.01,0.02,3.0,-0.09953023877397033,0.008213552361396304,put,745.6400146484375
680.0,0.31641308593749995,0.01,0.02,497.0,-0.09215013147634776,0.008213552361396304,put,745.6400146484375
685.0,0.30664755859375,0.02,0.03,413.0,-0.08482409138427487,0.008213552361396304,put,745.6400146484375
690.0,0.28321029296874994,0.02,0.03,200.0,-0.0775513320551951,0.008213552361396304,put,745.6400146484375
691.0,0.27930408203124996,0.02,0.03,74.0,-0.07610310587883025,0.008213552361396304,put,745.6400146484375
692.0,0.273444765625,0.02,0.03,33.0,-0.07465697402883055,0.008213552361396304,put,745.6400146484375
693.0,0.27735097656249996,0.03,0.04,93.0,-0.07321293045659699,0.008213552361396304,put,745.6400146484375
694.0,0.273444765625,0.03,0.04,424.0,-0.07177096913969569,0.008213552361396304,put,745.6400146484375
695.0,0.26758544921875,0.03,0.04,487.0,-0.07033108408170805,0.008213552361396304,put,745.6400146484375
696.0,0.26367923828125,0.03,0.04,55.0,-0.06889326931208051,0.008213552361396304,put,745.6400146484375
697.0,0.257819921875,0.03,0.04,597.0,-0.06745751888597624,0.008213552361396304,put,745.6400146484375
698.0,0.25391371093750004,0.03,0.04,592.0,-0.06602382688412775,0.008213552361396304,put,745.6400146484375
699.0,0.24805439453125,0.03,0.04,140.0,-0.06459218741268995,0.008213552361396304,put,745.6400146484375
700.0,0.2500075,0.04,0.05,1914.0,-0.0631625946030955,0.008213552361396304,put,745.6400146484375
701.0,0.245124736328125,0.04,0.05,693.0,-0.06173504261191007,0.008213552361396304,put,745.6400146484375
702.0,0.24024197265624997,0.04,0.05,486.0,-0.06030952562068902,0.008213552361396304,put,745.6400146484375
703.0,0.23535920898437498,0.04,0.05,50.0,-0.05888603783583533,0.008213552361396304,put,745.6400146484375
704.0,0.2304764453125,0.04,0.05,971.0,-0.057464573488457814,0.008213552361396304,put,745.6400146484375
705.0,0.225593681640625,0.04,0.05,369.0,-0.05604512683423154,0.008213552361396304,put,745.6400146484375
706.0,0.225593681640625,0.05,0.06,2352.0,-0.05462769215325809,0.008213552361396304,put,745.6400146484375
707.0,0.22071091796874998,0.05,0.06,357.0,-0.05321226374992739,0.008213552361396304,put,745.6400146484375
708.0,0.2148516015625,0.05,0.06,1173.0,-0.05179883595278036,0.008213552361396304,put,745.6400146484375
709.0,0.20996883789062498,0.05,0.06,2244.0,-0.05038740311437272,0.008213552361396304,put,745.6400146484375
710.0,0.20508607421874997,0.05,0.06,3376.0,-0.04897795961113909,0.008213552361396304,put,745.6400146484375
711.0,0.20410952148437497,0.06,0.07,389.0,-0.0475704998432593,0.008213552361396304,put,745.6400146484375
712.0,0.19873848144531248,0.06,0.07,1251.0,-0.04616501823452439,0.008213552361396304,put,745.6400146484375
713.0,0.19336744140625,0.06,0.07,812.0,-0.0447615092322042,0.008213552361396304,put,745.6400146484375
714.0,0.1914143359375,0.07,0.08,919.0,-0.04335996730691584,0.008213552361396304,put,745.6400146484375
715.0,0.186531572265625,0.07,0.08,9541.0,-0.04196038695249255,0.008213552361396304,put,745.6400146484375
716.0,0.18116053222656248,0.07,0.08,12325.0,-0.04056276268585457,0.008213552361396304,put,745.6400146484375
717.0,0.178719150390625,0.08,0.09,1223.0,-0.0391670890468798,0.008213552361396304,put,745.6400146484375
718.0,0.1733481103515625,0.08,0.09,4421.0,-0.037773360598275955,0.008213552361396304,put,745.6400146484375
719.0,0.17041845214843754,0.09,0.1,1780.0,-0.03638157192545343,0.008213552361396304,put,745.6400146484375
720.0,0.16748879394531252,0.1,0.11,6760.0,-0.03499171763639922,0.008213552361396304,put,745.6400146484375
721.0,0.16407085937500002,0.11,0.12,1349.0,-0.033603792361551116,0.008213552361396304,put,745.6400146484375
722.0,0.1606529248046875,0.12,0.13,1880.0,-0.03221779075367394,0.008213552361396304,put,745.6400146484375
723.0,0.15674671386718753,0.13,0.14,2143.0,-0.03083370748773546,0.008213552361396304,put,745.6400146484375
724.0,0.15259636474609378,0.14,0.15,3414.0,-0.02945153726078376,0.008213552361396304,put,745.6400146484375
725.0,0.14991084472656252,0.16,0.17,12000.0,-0.028071274791825442,0.008213552361396304,put,745.6400146484375
726.0,0.145516357421875,0.17,0.18,6434.0,-0.02669291482170411,0.008213552361396304,put,745.6400146484375
727.0,0.1420984228515625,0.19,0.2,10187.0,-0.025316452112980812,0.008213552361396304,put,745.6400146484375
728.0,0.13990117919921874,0.22,0.23,9335.0,-0.023941881449814184,0.008213552361396304,put,745.6400146484375
729.0,0.1368494519042969,0.25,0.26,8041.0,-0.022569197637841987,0.008213552361396304,put,745.6400146484375
730.0,0.13343151733398437,0.28,0.29,26705.0,-0.021198395504063414,0.008213552361396304,put,745.6400146484375
731.0,0.13050185913085935,0.32,0.33,16660.0,-0.019829469896721703,0.008213552361396304,put,745.6400146484375
732.0,0.12708392456054687,0.36,0.37,3758.0,-0.018462415685188624,0.008213552361396304,put,745.6400146484375
733.0,0.12464254272460937,0.41,0.43,7558.0,-0.01709722775984867,0.008213552361396304,put,745.6400146484375
734.0,0.1215908154296875,0.48,0.49,6914.0,-0.01573390103198456,0.008213552361396304,put,745.6400146484375
735.0,0.11841701904296875,0.55,0.56,44521.0,-0.014372430433663444,0.008213552361396304,put,745.6400146484375
736.0,0.11524322265625,0.63,0.64,5556.0,-0.013012810917623975,0.008213552361396304,put,745.6400146484375
737.0,0.11243563354492186,0.72,0.74,8398.0,-0.011655037457163587,0.008213552361396304,put,745.6400146484375
738.0,0.10920080261230468,0.84,0.85,13361.0,-0.010299105046027674,0.008213552361396304,put,745.6400146484375
739.0,0.10602700622558593,0.96,0.98,9830.0,-0.008945008698298375,0.008213552361396304,put,745.6400146484375
740.0,0.10273114074707031,1.11,1.13,43931.0,-0.0075927434482846905,0.008213552361396304,put,745.6400146484375
741.0,0.09961837890625,1.29,1.31,10117.0,-0.006242304350413332,0.008213552361396304,put,745.6400146484375
742.0,0.09644458251953125,1.5,1.52,14721.0,-0.0048936864791197495,0.008213552361396304,put,745.6400146484375
743.0,0.09296561340332031,1.74,1.76,35223.0,-0.003546884928741012,0.008213552361396304,put,745.6400146484375
744.0,0.0901580242919922,2.03,2.06,25091.0,-0.0022018948134082906,0.008213552361396304,put,745.6400146484375
745.0,0.08698422790527345,2.37,2.4,44132.0,-0.00085871126694062,0.008213552361396304,put,745.6400146484375
746.0,0.08399353515625002,2.78,2.8,45624.0,0.00048267055726062495,0.008213552361396304,put,745.6400146484375
747.0,0.08258974060058595,3.19,3.31,41503.0,0.0018222554863171012,0.008213552361396304,put,745.6400146484375
748.0,0.07996525512695313,3.75,3.85,30167.0,0.003160048327977059,0.008213552361396304,put,745.6400146484375
749.0,0.07709663146972658,4.33,4.45,5955.0,0.004496053870719315,0.008213552361396304,put,745.6400146484375
750.0,0.07416697326660157,5.0,5.12,6172.0,0.005830276883855982,0.008213552361396304,put,745.6400146484375
751.0,0.07117628051757813,5.74,5.86,888.0,0.0071627221176346215,0.008213552361396304,put,745.6400146484375
752.0,0.06714800048828126,6.52,6.65,1951.0,0.008493394303339723,0.008213552361396304,put,745.6400146484375
753.0,0.06128868408203126,7.36,7.49,2723.0,0.009822298153393496,0.008213552361396304,put,745.6400146484375
754.0,0.08326112060546878,8.14,8.67,968.0,0.011149438361455792,0.008213552361396304,put,745.6400146484375
755.0,0.1098721826171875,9.04,9.97,873.0,0.012474819602524443,0.008213552361396304,put,745.6400146484375
756.0,0.07618111328125002,9.69,10.46,832.0,0.01379844653303276,0.008213552361396304,put,745.6400146484375
758.0,0.07569283691406252,11.53,12.4,167.0,0.016440455995871458,0.008213552361396304,put,745.6400146484375
759.0,0.147469462890625,12.48,14.08,106.0,0.01775884774912975,0.008213552361396304,put,745.6400146484375
760.0,0.1694418994140625,12.82,15.32,3819.0,0.019075503633876605,0.008213552361396304,put,745.6400146484375
761.0,0.17664397583007813,13.81,16.31,18.0,0.020390428215185698,0.008213552361396304,put,745.6400146484375
766.0,0.22205367797851558,18.74,21.43,1.0,0.026939240094091047,0.008213552361396304,put,745.6400146484375
769.0,0.24414818359375,21.63,24.43,1.0,0.03084803985914378,0.008213552361396304,put,745.6400146484375
660.0,0.5488326367187502,84.73,87.55,1.0,-0.12200309462602889,0.010951403148528405,call,745.6400146484375
665.0,0.5185595019531251,79.73,82.53,1.0,-0.11445588899064599,0.010951403148528405,call,745.6400146484375
680.0,0.5788616333007812,64.75,67.57,1.0,-0.09215013147634776,0.010951403148528405,call,745.6400146484375
690.0,0.5076953527832031,54.76,57.56,2.0,-0.0775513320551951,0.010951403148528405,call,745.6400146484375
692.0,0.4935353381347657,52.76,55.56,6.0,-0.07465697402883055,0.010951403148528405,call,745.6400146484375
694.0,0.47998566894531247,50.77,53.57,1.0,-0.07177096913969569,0.010951403148528405,call,745.6400146484375
700.0,0.4376276940917969,44.78,47.58,20.0,-0.0631625946030955,0.010951403148528405,call,745.6400146484375
705.0,0.40259386474609377,39.8,42.6,12.0,-0.05604512683423154,0.010951403148528405,call,745.6400146484375
710.0,0.36817038085937503,34.83,37.64,4.0,-0.04897795961113909,0.010951403148528405,call,745.6400146484375
712.0,0.3526676062011719,32.85,35.63,2.0,-0.04616501823452439,0.010951403148528405,call,745.6400146484375
715.0,0.3316717224121094,29.88,32.66,86.0,-0.04196038695249255,0.010951403148528405,call,745.6400146484375
719.0,0.23743438354492186,26.9,27.55,3133.0,-0.03638157192545343,0.010951403148528405,call,745.6400146484375
720.0,0.23206334350585936,25.92,26.57,9140.0,-0.03499171763639922,0.010951403148528405,call,745.6400146484375
722.0,0.22095505615234373,23.96,24.61,2307.0,-0.03221779075367394,0.010951403148528405,call,745.6400146484375
723.0,0.2153398779296875,22.98,23.63,5236.0,-0.03083370748773546,0.010951403148528405,call,745.6400146484375
724.0,0.21009090698242186,22.01,22.66,2468.0,-0.02945153726078376,0.010951403148528405,call,745.6400146484375
725.0,0.2048419360351562,21.04,21.69,3431.0,-0.028071274791825442,0.010951403148528405,call,745.6400146484375
728.0,0.18909502319335939,18.23,18.8,397.0,-0.023941881449814184,0.010951403148528405,call,745.6400146484375
730.0,0.17896328857421873,16.26,16.9,3927.0,-0.021198395504063414,0.010951403148528405,call,745.6400146484375
731.0,0.17408052490234377,15.41,15.96,321.0,-0.019829469896721703,0.010951403148528405,call,745.6400146484375
733.0,0.16394879028320314,13.58,14.09,34.0,-0.01709722775984867,0.010951403148528405,call,745.6400146484375
734.0,0.1595543029785156,12.62,13.18,47.0,-0.01573390103198456,0.010951403148528405,call,745.6400146484375
735.0,0.15430533203125002,11.81,12.26,57.0,-0.014372430433663444,0.010951403148528405,call,745.6400146484375
736.0,0.1491173956298828,10.88,11.35,360.0,-0.013012810917623975,0.010951403148528405,call,745.6400146484375
737.0,0.1450280810546875,10.03,10.48,297.0,-0.011655037457163587,0.010951403148528405,call,745.6400146484375
738.0,0.13971807556152344,9.19,9.59,127.0,-0.010299105046027674,0.010951403148528405,call,745.6400146484375
739.0,0.1373377282714844,8.42,8.8,97.0,-0.008945008698298375,0.010951403148528405,call,745.6400146484375
740.0,0.1336146209716797,7.58,7.99,437.0,-0.0075927434482846905,0.010951403148528405,call,745.6400146484375
741.0,0.12854875366210936,6.88,7.16,243.0,-0.006242304350413332,0.010951403148528405,call,745.6400146484375
742.0,0.12372702453613281,6.16,6.36,394.0,-0.0048936864791197495,0.010951403148528405,call,745.6400146484375
743.0,0.12049219360351562,5.45,5.64,758.0,-0.003546884928741012,0.010951403148528405,call,745.6400146484375
744.0,0.1175015008544922,4.76,4.96,1164.0,-0.0022018948134082906,0.010951403148528405,call,745.6400146484375
745.0,0.1141140835571289,4.16,4.3,3590.0,-0.00085871126694062,0.010951403148528405,call,745.6400146484375
746.0,0.11072666625976563,3.65,3.68,5877.0,0.00048267055726062495,0.010951403148528405,call,745.6400146484375
747.0,0.10822424987792968,3.1,3.13,12176.0,0.0018222554863171012,0.010951403148528405,call,745.6400146484375
748.0,0.10584390258789061,2.61,2.63,9580.0,0.003160048327977059,0.010951403148528405,call,745.6400146484375
749.0,0.10389079711914062,2.17,2.19,4219.0,0.004496053870719315,0.010951403148528405,call,745.6400146484375
750.0,0.10205976074218749,1.78,1.8,8587.0,0.005830276883855982,0.010951403148528405,call,745.6400146484375
751.0,0.10071700073242187,1.44,1.47,3352.0,0.0071627221176346215,0.010951403148528405,call,745.6400146484375
752.0,0.0993132061767578,1.15,1.18,5591.0,0.008493394303339723,0.010951403148528405,call,745.6400146484375
753.0,0.09778734252929688,0.91,0.93,1440.0,0.009822298153393496,0.010951403148528405,call,745.6400146484375
754.0,0.09681078979492189,0.71,0.73,2104.0,0.011149438361455792,0.010951403148528405,call,745.6400146484375
755.0,0.09559009887695313,0.55,0.56,2948.0,0.012474819602524443,0.010951403148528405,call,745.6400146484375
756.0,0.09559009887695313,0.42,0.44,4829.0,0.01379844653303276,0.010951403148528405,call,745.6400146484375
757.0,0.09473561523437501,0.32,0.33,1618.0,0.015120323790948558,0.010951403148528405,call,745.6400146484375
758.0,0.09522389160156251,0.24,0.26,2066.0,0.016440455995871458,0.010951403148528405,call,745.6400146484375
759.0,0.09546802978515626,0.19,0.2,947.0,0.01775884774912975,0.010951403148528405,call,745.6400146484375
760.0,0.09644458251953125,0.15,0.16,2291.0,0.019075503633876605,0.010951403148528405,call,745.6400146484375
761.0,0.09790941162109376,0.12,0.13,956.0,0.020390428215185698,0.010951403148528405,call,745.6400146484375
762.0,0.1001066552734375,0.1,0.11,861.0,0.021703626040146157,0.010951403148528405,call,745.6400146484375
763.0,0.10157148437499999,0.08,0.09,1180.0,0.02301510163795691,0.010951403148528405,call,745.6400146484375
764.0,0.10450114257812498,0.07,0.08,2637.0,0.024324859520020416,0.010951403148528405,call,745.6400146484375
765.0,0.1069425244140625,0.06,0.07,1648.0,0.025632904180035564,0.010951403148528405,call,745.6400146484375
766.0,0.1088956298828125,0.05,0.06,260.0,0.026939240094091047,0.010951403148528405,call,745.6400146484375
767.0,0.1132901171875,0.05,0.06,396.0,0.028243871720755955,0.010951403148528405,call,745.6400146484375
768.0,0.1147549462890625,0.04,0.05,340.0,0.029546803501171955,0.010951403148528405,call,745.6400146484375
769.0,0.11914943359374999,0.04,0.05,227.0,0.03084803985914378,0.010951403148528405,call,745.6400146484375
770.0,0.12012598632812499,0.03,0.04,1988.0,0.03214758520122936,0.010951403148528405,call,745.6400146484375
771.0,0.124032197265625,0.03,0.04,229.0,0.03344544391682934,0.010951403148528405,call,745.6400146484375
772.0,0.127938408203125,0.03,0.04,9.0,0.034741620378276036,0.010951403148528405,call,745.6400146484375
773.0,0.127938408203125,0.02,0.03,62.0,0.03603611894092185,0.010951403148528405,call,745.6400146484375
774.0,0.131844619140625,0.02,0.03,44.0,0.03732894394322702,0.010951403148528405,call,745.6400146484375
775.0,0.13575083007812502,0.02,0.03,126.0,0.038620099706846926,0.010951403148528405,call,745.6400146484375
780.0,0.15528188476562502,0.02,0.03,805.0,0.04505099003713724,0.010951403148528405,call,745.6400146484375
